市場別,年份,公司代號,公司名稱,範疇一排放量,範疇一-資料邊界,範疇一-取得驗證,範疇二排放量,範疇二-資料邊界,範疇二-取得驗證,範疇三排放量,範疇三-資料邊界,範疇三-取得驗證,排放密集度,溫室氣體排放密集度-單位,網絡中心性,漂綠標籤,風險等級,異常標籤
上櫃,2023,4946,辣椒,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,4951,精拓科,0.0,冷媒,,204.0755,外購電力,,79.1758,"汽機火車運輸,廢棄物",,0.4995,,0,無漂綠跡象,高風險,正常
上櫃,2023,4953,緯軟,60.3653,緯創軟體股份有限公司及其子公司之全球17個據點,與資料邊界一致,663.8505,緯創軟體股份有限公司及其子公司之全球17個據點,與資料邊界一致,3274.8797,緯創軟體股份有限公司及其子公司之全球17個據點,與資料邊界一致,0.0819,,0,無漂綠跡象,高風險,正常
上櫃,2023,4966,譜瑞-KY,119.0,包含合併財務報表之母子公司,,3291.0,包含合併財務報表之母子公司,,0.0,,,0.248,,0,無漂綠跡象,高風險,正常
上櫃,2023,4971,IET-KY,0.0,,,6738.66,包含合併財務報表之母子公司,,0.0,,,9.94,,0,無漂綠跡象,高風險,正常
上櫃,2023,4972,湯石照明,230.073,集團各公司,,1392.425,集團各公司,,0.0,,,1.9983,,0,無漂綠跡象,高風險,正常
上櫃,2023,4973,廣穎電通,61.8999,母公司所有廠房及租賃辦公室,,881.3089,母公司所有廠房及租賃辦公室,,0.0,,,0.21,,0,無漂綠跡象,高風險,正常
上櫃,2023,4974,亞泰,76.95,深圳亞泰,,8983.9,深圳亞泰,,0.0,,,2.56,,0,無漂綠跡象,高風險,正常
上櫃,2023,4979,華星光,190.016,母公司,,4658.0643,母公司,,447.4228,母公司,,1.6398,,0,無漂綠跡象,高風險,正常
上櫃,2023,4987,科誠,22.5776,僅母公司,,246.9926,僅母公司,,0.0,,,0.3564,,0,無漂綠跡象,高風險,正常
上櫃,2023,4991,環宇-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,4995,晶達,68.15,位址：邊界範圍說明： 231新北市新店區寶橋路235巷131號 6樓之一；範圍：137~137-4/131~131-4/133~133-3/135~135-3 231新北市新店區寶橋路235巷137號8樓；範圍：137~137-4/131-4,,565.0157,僅母公司,,0.0,,,10.86,,0,無漂綠跡象,高風險,正常
上櫃,2023,5009,榮剛,96005.3555,母公司,母公司,96784.212,母公司,母公司,113230.4355,母公司,母公司,14.2543,,0,無漂綠跡象,高風險,正常
上櫃,2023,5011,久陽,350.3841,僅母公司,僅母公司,7697.5826,僅母公司,僅母公司,7164.2395,僅母公司,僅母公司,7.4631,,0,無漂綠跡象,高風險,正常
上櫃,2023,5013,強新,13563.2676,僅母公司,僅母公司,16626.3038,僅母公司,僅母公司,0.0,,,7.156,,0,無漂綠跡象,高風險,正常
上櫃,2023,5014,建錩,292.8899,僅母公司,僅母公司,381.7229,僅母公司,僅母公司,0.0,,,0.4064,,0,無漂綠跡象,高風險,正常
上櫃,2023,5015,華祺,259.877,母公司,母公司,2378.6638,母公司,母公司,7531.4604,母公司,母公司,1.8688,,0,無漂綠跡象,高風險,正常
上櫃,2023,5016,松和,4106.9108,母公司,母公司,10130.882,母公司,母公司,72824.2936,母公司,母公司,7.1,,0,無漂綠跡象,高風險,正常
上櫃,2023,5201,凱衛,26.4287,臺北市松山區光復北路11巷29號2樓,,147.542,臺北市松山區光復北路11巷29號2樓,,0.0,,,0.7664,,0,無漂綠跡象,高風險,正常
上櫃,2023,5202,力新,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5205,中茂,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5206,坤悅,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5209,新鼎,10.6004,台北總公司/高雄分公司(橋頭及楠梓兩地辦公室)/康寧專案工地辦公室/康寧EPC工務所 ,僅母公司 ,153.2189,台北總公司/高雄分公司(橋頭及楠梓兩地辦公室)/康寧專案工地辦公室/康寧EPC工務所,僅母公司,1101.6821,台北總公司/高雄分公司(橋頭及楠梓兩地辦公室)/康寧專案工地辦公室/康寧EPC工務所/新鼎子公司: 新鼎信息/萬鼎工程服務,合併財務報表之母子公司,0.1006,,0,無漂綠跡象,高風險,正常
上櫃,2023,5210,寶碩,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5211,蒙恬,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5212,凌網,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5213,亞昕,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5220,萬達光電,727.6705,母公司,,6483.582,母公司,,5958.5133,母公司,,9.2709,,0,無漂綠跡象,高風險,正常
上櫃,2023,5223,安力-KY,940.47,母公司及合併財報之昆山新力及重慶巨昊,母公司及合併財報之昆山新力及重慶巨昊,2874.24,母公司及合併財報之昆山新力及重慶巨昊,母公司及合併財報之昆山新力及重慶巨昊,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5227,立凱-KY,4543.09,子公司台灣立凱電能科技股份有限公司,,7511.12,子公司台灣立凱電能科技股份有限公司,,0.0,,,13.0879,,0,無漂綠跡象,高風險,正常
上櫃,2023,5228,鈺鎧,0.0,,,5217.197,本公司,,0.0,,,11.7962,,0,無漂綠跡象,高風險,正常
上櫃,2023,5230,雷笛克光學,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5236,凌陽創新,9.5979,母公司(本公司尚無子公司),,198.3806,母公司(本公司尚無子公司),,0.0,,,0.126,,0,無漂綠跡象,高風險,正常
上櫃,2023,5245,智晶,227.9545,智晶光電股份有限公司之組織邊界範圍內所有範疇一排放源,智晶光電股份有限公司之組織邊界範圍內所有範疇一排放源,10044.2984,智晶光電股份有限公司之組織邊界範圍內所有範疇二排放源,智晶光電股份有限公司之組織邊界範圍內所有範疇二排放源,3546.7758,智晶光電股份有限公司之組織邊界範圍內所有範疇三排放源,智晶光電股份有限公司之組織邊界範圍內所有範疇三排放源,15.5971,,0,無漂綠跡象,高風險,正常
上櫃,2023,5251,天鉞電,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5263,智崴,9.6152,註 1：資料範疇包含智崴高雄總部、製造中心(桃園廠)、台北辦公室。   註 2： 以上揭露之溫室氣體為二氧化碳，汽油與柴油之排放係數參考環境部氣候變遷署事業溫室氣體排放量資訊平台。 註 3：2021年電力排碳係數採經濟部能源署 109 年度電力排碳係數 0.502 公斤 CO2e/度，2022年電力排碳係數採經濟部能源署 110 年度電力排碳係數 0.509 公斤 CO2e/度，2023年電力排碳係數採經濟部能源署 111 年度電力排碳係數 0.495 公斤 CO2e/度。,,801.6129,註 1：資料範疇包含智崴高雄總部、製造中心(桃園廠)、台北辦公室。   註 2： 以上揭露之溫室氣體為二氧化碳，汽油與柴油之排放係數參考環境部氣候變遷署事業溫室氣體排放量資訊平台。 註 3：2021年電力排碳係數採經濟部能源署 109 年度電力排碳係數 0.502 公斤 CO2e/度，2022年電力排碳係數採經濟部能源署 110 年度電力排碳係數 0.509 公斤 CO2e/度，2023年電力排碳係數採經濟部能源署 111 年度電力排碳係數 0.495 公斤 CO2e/度。,,0.0,,,0.94,,0,無漂綠跡象,高風險,正常
上櫃,2023,5272,笙科,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5274,信驊,17.6115,新竹總部及台北辦事處,新竹總部及台北辦事處,301.3165,新竹總部及台北辦事處,新竹總部及台北辦事處,4852.5393,新竹總部及台北辦事處,新竹總部及台北辦事處,604.0727,,0,無漂綠跡象,高風險,正常
上櫃,2023,5276,達輝-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5278,尚凡,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5287,數字,97.1844,僅母公司,,231.6688,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5289,宜鼎,131.2309,僅母公司,僅母公司,3262.9266,僅母公司,僅母公司,5581.3526,僅母公司,僅母公司,1.0796,,0,無漂綠跡象,高風險,正常
上櫃,2023,5291,邑昇,76.544,報導邊界與財務報表一致,,5027.715,報導邊界與財務報表一致,,0.0,,,5.4011,,0,無漂綠跡象,高風險,正常
上櫃,2023,5299,杰力,78.038,包含合併財務報表之母子公司,包含合併財務報表之母子公司,162.803,包含合併財務報表之母子公司,包含合併財務報表之母子公司 ,2557.1396,包含合併財務報表之母子公司,包含合併財務報表之母子公司 ,0.139,,0,無漂綠跡象,高風險,正常
上櫃,2023,5301,寶得利,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5302,太欣,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5309,系統電,26.11,包含母公司及子公司電統能源、鎮江廠及惠州廠,,2590.18,包含母公司及子公司電統能源、鎮江廠及惠州廠,,0.0,,,0.79,,0,無漂綠跡象,高風險,正常
上櫃,2023,5310,天剛,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5312,寶島科,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5314,世紀,6.639,直接溫室氣體排放,,97.853,能源間接溫室氣體排放：主要為外購電力。,,0.0,,,0.4,,0,無漂綠跡象,高風險,正常
上櫃,2023,5315,光聯,106.0537,合併財務報表之母子公司,,6213.6513,合併財務報表之母子公司,,148.5811,母公司,,4.1522,,0,無漂綠跡象,高風險,正常
上櫃,2023,5321,美而快,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5324,士開,5.58,母公司營運總部,,45.88,母公司營運總部,,0.0,,,1.2262,,0,無漂綠跡象,高風險,正常
上櫃,2023,5328,華容,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5340,建榮,8926.8314,母公司(楊梅廠),母公司,17292.3712,母公司(楊梅廠),母公司,0.0,,,21.2793,,0,無漂綠跡象,高風險,正常
上櫃,2023,5344,立衛,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5345,天揚,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5347,世界,203200.27,合併財務報表之母子公司,合併財務報表之母子公司,545390.84,合併財務報表之母子公司,合併財務報表之母子公司,271586.76,合併財務報表之母子公司,合併財務報表之母子公司,29.37,,0,無漂綠跡象,高風險,正常
上櫃,2023,5348,正能量智能,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5351,鈺創,473.4896,所有廠區,,2909.9984,所有廠區,,894.4404,所有廠區,,1.6071,,0,無漂綠跡象,高風險,正常
上櫃,2023,5353,台林,192.6438,本公司所擁有或控制的排放源，直接溫室氣體排放源主要為冷媒逸散及柴油耗用。,,2119.4576,本公司間接排放源主要為外購電力所產生的間接溫室氣體排放，包括設備、辦公室、宿舍及公共區域之用電。,,1819.9022,其他間接排放係非台林自有或可控制的排放源所產生的溫室氣體排放，因無法掌控此類排放源之活動，僅對部分排放源鑑別與量化，包含： - 上游原物料運輸和配送 - 業務或員工出差運輸所產生之排放 - 能資源商品的採購 - 廢棄物處理和運輸,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5355,佳總,273.558,桃園市桃園區興邦路39之2號、39之4號及41之1號,,7837.4637,桃園市桃園區興邦路39之2號、39之4號及41之1號,,0.0,,,16.3339,,0,無漂綠跡象,高風險,正常
上櫃,2023,5356,協益,938.29,總公司&觀音廠,,3246.86,總公司&觀音廠,,42154.11,總公司&觀音廠,,2.7599,,0,無漂綠跡象,高風險,正常
上櫃,2023,5364,力麗店,0.0,,,2409.5353,力麗觀光日潭館、月潭館及花蓮館與子公司力麗明池飯店棲蘭及明池等五個營業場所,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5371,中光電,238.3,台灣廠區及台灣子公司,台灣廠區及台灣子公司,6324.3,台灣廠區及台灣子公司,台灣廠區及台灣子公司,13508.0,台灣廠區及台灣子公司,台灣廠區及台灣子公司,0.24,,0,無漂綠跡象,高風險,正常
上櫃,2023,5381,合正,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5386,青雲,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5392,能率,1.9855,母公司,,10.7221,母公司,,15.9122,母公司,,0.003,,0,無漂綠跡象,高風險,正常
上櫃,2023,5398,慕康生醫,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5403,中菲,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5410,國眾,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5425,台半,4740.0,母公司範圍:宜蘭梅洲及利澤二廠 子公司範圍: 陽信長威電子有限公司(山東廠),母公司範圍:宜蘭梅洲及利澤二廠 子公司範圍: 陽信長威電子有限公司(山東廠),37369.0,母公司範圍:宜蘭梅洲及利澤二廠 子公司範圍: 陽信長威電子有限公司(山東廠),母公司範圍:宜蘭梅洲及利澤二廠 子公司範圍: 陽信長威電子有限公司(山東廠),15765.4314,母公司範圍:利澤廠 子公司範圍: 陽信長威電子有限公司(山東廠),母公司範圍:利澤廠 子公司範圍: 陽信長威電子有限公司(山東廠),2.88,,0,無漂綠跡象,高風險,正常
上櫃,2023,5426,振發,216.54,母公司,,1597.32,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5432,新門,1.7594,新門公司,,67.7997,新門公司,,37.0487,新門公司,,0.4115,,0,無漂綠跡象,高風險,正常
上櫃,2023,5438,東友,161.2124,1.桃園市觀音區中山路一段1568-1號2樓 2.台北市內湖區南京東路六段503號12樓,,612.1497,1.桃園市觀音區中山路一段1568-1號2樓 2.台北市內湖區南京東路六段503號12樓,,227.2754,1.桃園市觀音區中山路一段1568-1號2樓 2.台北市內湖區南京東路六段503號12樓,,0.6466,,0,無漂綠跡象,高風險,正常
上櫃,2023,5439,高技,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5443,均豪,86.8806,僅母公司,僅母公司,1273.1606,僅母公司,僅母公司,1022.4048,僅母公司,僅母公司,0.0008,,0,無漂綠跡象,高風險,正常
上櫃,2023,5450,南良,3133.4864,總公司、台南分公司、本廠、蔦松廠、仁愛廠,,3761.8396,總公司、台南分公司、本廠、蔦松廠、仁愛廠,,0.0,,,4.2784,,0,無漂綠跡象,高風險,正常
上櫃,2023,5452,佶優,66.5669,總部土城廠,,132.3818,總部土城廠,,0.0,,,0.226,,0,無漂綠跡象,高風險,正常
上櫃,2023,5455,昇益,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5457,宣德,50.9932,桃園市龜山區民生北路一段568號,桃園市龜山區民生北路一段568號,4861.823,桃園市龜山區民生北路一段568號,桃園市龜山區民生北路一段568號,7496.0471,桃園市龜山區民生北路一段568號,桃園市龜山區民生北路一段568號,1.4386,,0,無漂綠跡象,高風險,正常
上櫃,2023,5460,同協,29.7434,僅母公司,,344.316,僅母公司,,0.0,,,1.2742,,0,無漂綠跡象,高風險,正常
上櫃,2023,5464,霖宏,313.902,母公司,,9857.826,母公司,,0.0,,,12.3721,,0,無漂綠跡象,高風險,正常
上櫃,2023,5465,富驊,0.0,僅母公司,,35.95,僅母公司,,36.77,僅母公司,,0.0421,,0,無漂綠跡象,高風險,正常
上櫃,2023,5468,凱鈺,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5474,聰泰,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5475,德宏,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5478,智冠,0.0,,,1421.737,包含合併財務報表之母子公司,,17.775,包含合併財務報表之母子公司,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5481,新華,0.0,母公司,母公司,13.858,母公司,母公司,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5483,中美晶,550.85,母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司,母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司,28268.663,母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司,母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司,279653.505,母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司,母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司,4.2139,,0,無漂綠跡象,高風險,正常
上櫃,2023,5487,通泰,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5488,松普,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5489,彩富,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5490,同亨,0.019,母公司,,376.583,母公司,,0.0,,,0.4907,,0,無漂綠跡象,高風險,正常
上櫃,2023,5493,三聯,3836.0,包含合併財務報表之母子公司,,6450.0,包含合併財務報表之母子公司,,5445.0,僅母公司,,4.2492,,0,無漂綠跡象,高風險,正常
上櫃,2023,5498,凱崴,202.9502,僅母公司,僅母公司,5499.8955,僅母公司,僅母公司,1204.1269,僅母公司,僅母公司,5.3397,,0,無漂綠跡象,高風險,正常
上櫃,2023,5508,永信建,8.2219,公司總部,,75.9924,公司總部,,29.221,公司總部(員工通勤、員工差旅),,0.0102,,0,無漂綠跡象,高風險,正常
上櫃,2023,5511,德昌,43.6026,組織邊界設定參考ISO 14064-1：2018、溫室氣體盤查議定書之要求建議，採用「營運控制權法」，對於本公司本次範圍內涵蓋之場所，於管理或營運控制下的設施造成之溫室氣體排放量，組織將全部認列。範圍涵蓋: 德昌營造股份有限公司台中總公司，地址為:台中市北區五權路401-1號,,150.0535,組織邊界設定參考ISO 14064-1：2018、溫室氣體盤查議定書之要求建議，採用「營運控制權法」，對於本公司本次範圍內涵蓋之場所，於管理或營運控制下的設施造成之溫室氣體排放量，組織將全部認列。範圍涵蓋: 德昌營造股份有限公司台中總公司，地址為:台中市北區五權路401-1號,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,5512,力麒,23.24,個體公司,,25.5,個體公司,,0.0,,,0.0063,,0,無漂綠跡象,高風險,正常
上櫃,2023,5514,三豐,6.6,包含合併財務報表之母子公司,,155.8,包含合併財務報表之母子公司,,0.0,,,0.34,,0,無漂綠跡象,高風險,正常
上櫃,2023,5516,雙喜,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5520,力泰,3342063.0,111年合併財務報表之母公司,,1895642.0,111年合併財務報表之母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,異常
上櫃,2023,5523,豐謙,0.0,,,24.307,合併財務報之母子公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,異常
上櫃,2023,5529,鉅陞,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,異常
上櫃,2023,5530,龍巖,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,異常
上櫃,2023,5536,聖暉*,75.9532,本公司之組織邊界設定方法為「營運控制權法」，本公司範圍內使用樓層揭露所有排放源皆為本公司完全擁有，並以其方法彙總其設施層級溫室氣體排放量與移除量。排除因應專案需求在客戶廠區不特定的臨時組合屋辦公室，以營運控制權法執行盤查作業原則，設定涵蓋「聖暉工程科技股份有限公司」所屬營運範圍。,聖暉工程科技股份有限公司(總公司：台中市西屯區文心路二段201號19樓、台中市西屯區文心路二段201號20樓之1、6-7；高雄營運處：高雄市鳳山區過埤路99-3號；矽品中科辦公室：台中市大雅區科雅路376巷2-1號；G5專案辦公室：彰化縣縣西鄉慶濱路13號(編號9)。),91.824,本公司之組織邊界設定方法為「營運控制權法」，本公司範圍內使用樓層揭露所有排放源皆為本公司完全擁有，並以其方法彙總其設施層級溫室氣體排放量與移除量。排除因應專案需求在客戶廠區不特定的臨時組合屋辦公室，以營運控制權法執行盤查作業原則，設定涵蓋「聖暉工程科技股份有限公司」所屬營運範圍。,聖暉工程科技股份有限公司(總公司：台中市西屯區文心路二段201號19樓、台中市西屯區文心路二段201號20樓之1、6-7；高雄營運處：高雄市鳳山區過埤路99-3號；矽品中科辦公室：台中市大雅區科雅路376巷2-1號；G5專案辦公室：彰化縣縣西鄉慶濱路13號(編號9)。),303.9383,本公司之組織邊界設定方法為「營運控制權法」，本公司範圍內使用樓層揭露所有排放源皆為本公司完全擁有，並以其方法彙總其設施層級溫室氣體排放量與移除量。排除因應專案需求在客戶廠區不特定的臨時組合屋辦公室，以營運控制權法執行盤查作業原則，設定涵蓋「聖暉工程科技股份有限公司」所屬營運範圍。,聖暉工程科技股份有限公司(總公司：台中市西屯區文心路二段201號19樓、台中市西屯區文心路二段201號20樓之1、6-7；高雄營運處：高雄市鳳山區過埤路99-3號；矽品中科辦公室：台中市大雅區科雅路376巷2-1號；G5專案辦公室：彰化縣縣西鄉慶濱路13號(編號9)。),0.0,,0,無漂綠跡象,高風險,異常
上櫃,2023,5543,桓鼎-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,異常
上櫃,2023,5548,安倉,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5601,台聯櫃,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5603,陸海,15177.8431,母公司,母公司,181.3502,母公司,母公司,30454.0039,母公司,母公司,28.1428,,0,無漂綠跡象,高風險,正常
上櫃,2023,5604,中連,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5609,中菲行,48.498,中菲行國際物流股份有限公司- 台灣地區空運營運單位 得美行股份有限公司- 台灣地區海運營運單位  ,,98.496,中菲行國際物流股份有限公司- 台灣地區空運營運單位 得美行股份有限公司- 台灣地區海運營運單位,,59004.993,中菲行國際物流股份有限公司- 台灣地區空運營運單位 得美行股份有限公司- 台灣地區海運營運單位,,0.06,,0,無漂綠跡象,高風險,正常
上櫃,2023,5701,劍湖山,552.9097,母公司 ,母公司,5302.6415,母公司 ,母公司 ,1304.4077,母公司:僅統計1.上游運輸2.購買商品3.營運產生之廢棄物4.與燃料和能源相關活動等4個項目之間接排放,,10.5887,,0,無漂綠跡象,高風險,正常
上櫃,2023,5703,亞都麗緻,349.0,僅母公司,,1883.0,僅母公司,,0.0,,,5.68,,0,無漂綠跡象,高風險,正常
上櫃,2023,5704,老爺知,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5864,致和證,1.17,公司全部營業據點 ,,478.888,公司全部營業據點,,0.0,,,0.418,,0,無漂綠跡象,高風險,正常
上櫃,2023,5878,台名,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,5902,德記,105.0,僅母公司,,126.0,僅母公司,,0.0,,,0.1122,,0,無漂綠跡象,高風險,正常
上櫃,2023,5903,全家,4647.78,盤查組織邊界包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。,確信範圍包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。,26936.84,盤查組織邊界包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。,確信範圍包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。,6742.35,盤查組織邊界包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。,確信範圍包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。,4.5514,,0,無漂綠跡象,高風險,正常
上櫃,2023,5904,寶雅,2182.0,以營運控制權法執行盤查作業原則，地理位置範圍含下列之辦公室、物流中心及411間分店,範疇1：直接溫室氣體排放,46451.0,以營運控制權法執行盤查作業原則，地理位置範圍含下列之辦公室、物流中心及411間分店,範疇2：電力之間接溫室氣體排放,0.0,,,2.2027,,0,無漂綠跡象,高風險,正常
上櫃,2023,5905,南仁湖,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6015,宏遠證,89.185,包含合併財務報表之母子公司,,1116.554,包含合併財務報表之母子公司,,257.837,包含合併財務報表之母子公司,,0.987,,0,無漂綠跡象,高風險,正常
上櫃,2023,6016,康和證,88.742,母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%),母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%),1354.895,母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%),母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%),283.682,母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%),母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%),0.612,,0,無漂綠跡象,高風險,正常
上櫃,2023,6020,大展證,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6021,美好證,760.469,包含合併財務報表之母子公司,,0.0,,,0.0,,,90.54,,0,無漂綠跡象,高風險,正常
上櫃,2023,6023,元大期貨,10.8479,國內全營運據點,國內全營運據點,499.1717,國內全營運據點,國內全營運據點,142.4656,廢棄物處理、國內及海外差旅,國內全營運據點,0.1912,,0,無漂綠跡象,高風險,正常
上櫃,2023,6026,福邦證,62.2056,包含合併財務報表之母子公司,,221.0462,包含合併財務報表之母子公司,,99.078,包含合併財務報表之母子公司,,0.2053,,0,無漂綠跡象,高風險,正常
上櫃,2023,6101,寬魚國際,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6103,合邦,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6104,創惟,0.0,台北辦公室,,696.8,台北辦公室,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,6109,亞元,0.0,,,0.0,,,88.52,主要母公司辦公室排放源，皆為外購電力屬間接能源排放。,,0.0,,0,無漂綠跡象,高風險,正常
上櫃,2023,6111,大宇資,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6113,亞矽,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6114,久威,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6118,建達,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上櫃,2023,6121,新普,1949.463,包含合併財務報表之母子公司,包含合併財務報表之母子公司,26178.991,包含合併財務報表之母子公司,包含合併財務報表之母子公司,289877.0352,包含合併財務報表之母子公司,包含合併財務報表之母子公司,0.3317,,0,無漂綠跡象,高風險,正常
