市場別,年份,公司代號,公司名稱,範疇一排放量,範疇一-資料邊界,範疇一-取得驗證,範疇二排放量,範疇二-資料邊界,範疇二-取得驗證,範疇三排放量,範疇三-資料邊界,範疇三-取得驗證,排放密集度,溫室氣體排放密集度-單位,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2021,2812,台中銀,301.277,總行民權及民族大樓、南台中分行及太平員訓中心,,1737.1031,總行民權及民族大樓、南台中分行及太平員訓中心,,353.8459,總行民權及民族大樓、南台中分行及太平員訓中心,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2816,旺旺保,0.0,,,549.0,總公司及17家分公司,,0.0,,,492.0,人,0,無漂綠跡象,高風險,正常
上市,2021,2820,華票,0.0,,,323.0,總公司與5家分公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2832,台產,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2834,臺企銀,1062.3093,總行及國內125家分行,ISO 9001,9234.7307,總行及國內125家分行,ISO 9001,2340.0702,總行及國內125家分行商務旅行及採購商品與服務之碳排放量,ISO 9001,1.94,員工人數,0,無漂綠跡象,高風險,正常
上市,2021,2836,高雄銀,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2838,聯邦銀,47.1676,總行、中山、桃鶯、民權、苓雅分行,ISO 9001,834.3723,總行、中山、桃鶯、民權、苓雅分行,ISO 9001,160.5015,總行、中山、桃鶯、民權、苓雅分行,ISO 9001,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2845,遠東銀,73.9267,僅母公司總行大樓1樓、13樓、17樓、18樓、20樓、26樓、27樓,ISO 9001,869.286,僅母公司總行大樓1樓、13樓、17樓、18樓、20樓、26樓、27樓,ISO 9001,204.4876,僅母公司總行大樓1樓、13樓、17樓、18樓、20樓、26樓、27樓,ISO 9001,2.5294,人,0,無漂綠跡象,高風險,正常
上市,2021,2849,安泰銀,2.498,公務車使用,,2963.26,外購電力,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2850,新產,0.0,,,949971.13,總公司及分公司,,0.0,,,562.78,照明、空調等企業營運之用電,0,無漂綠跡象,高風險,正常
上市,2021,2851,中再保,0.0,,,153.14,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2852,第一保,0.0,,,979.909,全公司,,1.738,員工商務差旅，搭乘高鐵之碳足跡,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2855,統一證,135.6,總部大樓,ISO 9001,1269.1,總部大樓,ISO 9001,260.96,總部大樓,ISO 9001,2.1479,噸CO2e/人/年,0,無漂綠跡象,高風險,正常
上市,2021,2867,三商壽,22.25,僅信義總公司,ISO 9001,1108.92,僅信義總公司,ISO 9001,3.83,僅信義總公司,ISO 9001,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2880,華南金,1061.18,本集團國內全數營運據點(含總部),ISO 9001,17279.97,本集團國內全數營運據點(含總部),ISO 9001,0.0,,,1.77,員工總數,0,無漂綠跡象,高風險,正常
上市,2021,2881,富邦金,3653.0,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,ISO 9001,39241.0,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,ISO 9001,34411.0,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,ISO 9001,1.2,人(員工),0,無漂綠跡象,高風險,正常
上市,2021,2882,國泰金,4105.41,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點，以及部份海外分支機構數據,ISO 9001,55868.85,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點，以及部份海外分支機構數據,ISO 9001,11947333.52,(1) 其數值範疇包括集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點運輸排放、商務差旅、營運廢棄物、採購商品排放、產品使用階段與產品生命終期排放。 (2)投資授信部位係依據「碳會計金融合作夥伴關係」(PCAF)發展之方法學計算，其中股權及債券部位係以2021年底部位計算，包括股權及公司債，授信部位涉及非上市櫃企業財報數據更新，目前可計算之最新年度的碳盤查數據為2020年，其數值包括發電專案融資、不動產抵押貸款、企業長期貸款部位碳排放。,ISO 14001,0.43,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2883,凱基金,1758.97,包含合併報表之母子公司，員工涵蓋率99.27%,ISO 9001,20270.39,包含合併報表之母子公司，員工涵蓋率99.27%,ISO 9001,7164.3,包含合併報表之母子公司，員工涵蓋率99.27%,ISO 9001,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2884,玉山金,1857.3,100%持有合併財務報表之母子公司,ISO 9001,22104.72,市場基準，包含100%持有合併財務報表之母子公司,ISO 9001,49161.38,市場基準，包含100%持有合併財務報表之母子公司,ISO 9001,0.4139,營收百萬元,0,無漂綠跡象,高風險,正常
上市,2021,2885,元大金,1660.71,公司或包含合併財務報表之母子公司之台灣營運範疇,ISO 9001,22449.12,公司或包含合併財務報表之母子公司之台灣營運範疇,ISO 9001,4035.19,公司或包含合併財務報表之母子公司之台灣營運範疇,ISO 9001,186.63,新台幣10億營收,0,無漂綠跡象,高風險,正常
上市,2021,2886,兆豐金,3011.15,包含合併財務報表母子公司之國內所有據點,ISO 9001,17178.03,包含合併財務報表母子公司之國內所有據點,ISO 9001,415840.08,包含合併財務報表母子公司之國內所有據點「外購電力上游」、「商務差旅」及「投資」,ISO 9001,0.3352,淨收益百萬元,0,無漂綠跡象,高風險,正常
上市,2021,2887,台新金,1136.0,據點涵蓋台新金控、台新銀行、台新證券、台新投信、台新創投、AMC及台新投顧；台新人壽於2021年7月加入台新金控，因相關盤查數據未滿一年故本次不納入人壽數字; 2021年7~12月人壽數字為6.6噸CO2e,ISO 9001,18753.0,以市場基準申報；據點涵蓋台新金控、台新銀行、台新證券、台新投信、台新創投、AMC及台新投顧；台新人壽於2021年7月加入台新金控，因相關盤查數據未滿一年故本次不納入人壽數字; 2021年7~12月人壽數字為951噸CO2e,ISO 9001,4787606.1,據點涵蓋台新金控、台新銀行、台新證券、台新投信、台新創投、AMC及台新投顧，台新人壽於2021年7月加入台新金控，因相關盤查數據未滿一年故本次不納入人壽數字；其他間接排放項目包含產品使用(飲水機、ATM間接排放及信用卡製造之間接排放)及產業投資,ISO 9001,1.788,員工人數,0,無漂綠跡象,高風險,正常
上市,2021,2888,新光金,2915.24,100%包含合併財務報表之母子公司,ISO 9001,27260.46,100%包含合併財務報表之母子公司,ISO 9001,4920.17,100%包含合併財務報表之母子公司,ISO 9001,0.139,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2889,國票金,335.9317,涵蓋國票金融控股公司、國際票券金融股份有限公司(9間)、國票綜合證券股份有限公司(26間)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、樂天國際商業銀行股份有限公司(2間)、國旺國際融資租賃有限公司(六間)，共計48個據點,ISO 9001,3471.239,涵蓋國票金融控股公司、國際票券金融股份有限公司(9間)、國票綜合證券股份有限公司(26間)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、樂天國際商業銀行股份有限公司(2間)、國旺國際融資租賃有限公司(六間)，共計48個據點,ISO 9001,924.6235,涵蓋國票金融控股公司、國際票券金融股份有限公司(9間)、國票綜合證券股份有限公司(26間)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、樂天國際商業銀行股份有限公司(2間)、國旺國際融資租賃有限公司(六間)，共計48個據點,ISO 9001,0.4655,淨收益百萬NTD,0,無漂綠跡象,高風險,正常
上市,2021,2890,永豐金,1061.8468,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資) 之國內所有營運據點納入統計範疇。,ISO 14001,16757.3928,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資) 之國內所有營運據點納入統計範疇。,ISO 14001,7029.5492,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,ISO 14001,2.1098,每人,0,無漂綠跡象,高風險,正常
上市,2021,2891,中信金,3377.0,中信銀行及金控轄下各子公司,ISO 14001,38817.0,中信銀行及金控轄下各子公司,ISO 14001,16678897.0,銀行部分授信、銀行投資、證券投資、保險投資、上市櫃及未上市櫃股權和公司債、法人授信、電廠專案融資、以及房貸之財務碳排量,,0.23,營業額,0,無漂綠跡象,高風險,正常
上市,2021,2892,第一金,2470.0,本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。,ISO 9001,19409.0,本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。,ISO 9001,388.0,1.類別三(運輸造成之間接溫室氣體排放-商務旅行) : 290公噸CO2e。涵蓋範圍為銀行、證券、投信、人壽、AMC子公司。 2.類別四(組織使用產品造成之間接溫室氣體排放-營運產生的廢棄物處理) : 98公噸CO2e。涵蓋範圍為國內全數營運據點。,ISO 9001,0.35,淨收益百萬NTD。本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。,0,無漂綠跡象,高風險,正常
上市,2021,2897,王道銀行,225.2523,母公司全台營運據點,ISO 9001,2772.074,母公司全台營運據點,ISO 9001,465.987,母公司全台營運據點,ISO 9001,3.967,員工人數,0,無漂綠跡象,高風險,正常
上市,2021,2901,欣欣,0.0,,,3201.574,包含合併財務報表之母子公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2903,遠百,4034.3,僅母公司,,67146.2,僅母公司,,51582.5,僅母公司,,151.77,億元營業額,0,無漂綠跡象,高風險,正常
上市,2021,2904,匯僑,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2905,三商,0.0,,,808.77,母公司(建北大樓),,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2906,高林,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2908,特力,28.15,母公司,,1530.13,母公司,,0.0,,,0.07,百萬營收,0,無漂綠跡象,高風險,正常
上市,2021,2910,統領,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2911,麗嬰房,481.0,僅母公司,,0.0,,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2912,統一超,31252.97,"母公司，盤查範圍涵蓋6,522個據點，包含門市、後勤辦公室、訓練中心，溫室氣體盤查邊界涵蓋率99.41%。",ISO 9001,464932.82,"母公司，盤查範圍涵蓋6,522個據點，包含門市、後勤辦公室、訓練中心，溫室氣體盤查邊界涵蓋率99.41%。",ISO 9001,185910.72,母公司,ISO 9001,2.95,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,2913,農林,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2915,潤泰全,0.0,,,317.55,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,2923,鼎固-KY,1615.59,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,,68059.55,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,,0.0,,,1.45,新台幣十萬元營收,0,無漂綠跡象,高風險,正常
上市,2021,2929,淘帝-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2939,永邑-KY,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,2945,三商家購,0.0,,,0.0,,,54.798,僅母公司台電每月電費單據其數據顯示之減碳排量,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3002,歐格,0.0,,,52.01,僅母公司,,0.0,,,0.2,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3003,健和興,138.59,僅母公司,,7951.37,僅母公司,,0.0,,,0.0024,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3004,豐達科,102.12,母公司,,663.04,母公司,,0.0,,,0.59,單位:百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,3005,神基,10331.46,涵蓋神基投控暨其八家子公司,ISO 9001,125222.42,涵蓋神基投控暨其八家子公司,ISO 9001,209197.56,涵蓋神基投控暨其八家子公司,ISO 9001,126.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3006,晶豪科,124.0,母公司,,3246.0,母公司,,0.0,,,0.1413,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3008,大立光,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3010,華立,1443.1789,母公司及子公司(全順),,1474.0598,母公司及子公司(全順),,0.0,,,5235.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3011,今皓,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3013,晟銘電,1949.87,包含合併財務報表之母子公司,,33996.01,包含合併財務報表之母子公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3014,聯陽,139.0,母公司,,1282.0,母公司,,0.0,母公司,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3015,全漢,1371.42,母公司與部分子公司,ISO 9001,16739.25,母公司與部分子公司,ISO 9001,11.57,範疇三:商務旅行(母公司與部分子公司),ISO 9001,1.0877,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3016,嘉晶,3886.0,僅母公司,,51059.0,僅母公司,,0.0,,,0.5808,產品,0,無漂綠跡象,高風險,正常
上市,2021,3017,奇鋐,4064.71,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,ISO 9001,111611.82,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,ISO 9001,0.0,,,2.44,"溫室氣體排放總量/營業額=115,676.53 噸co2 / 47,332 TWD’M =2.44%",0,無漂綠跡象,高風險,正常
上市,2021,3018,隆銘綠能,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3019,亞光,172.0253,僅母公司潭子廠區,ISO 9001,11036.1493,僅母公司潭子廠區,ISO 9001,1912.3544,僅母公司潭子廠區,ISO 9001,0.53,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3021,鴻名,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3022,威強電,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3023,信邦,2318.55,集團100%持股之11個據點,ISO 9001,21326.04,集團100%持股之11個據點,ISO 9001,19801.85,集團100%持股之11個據點,ISO 9001,0.92,"23,644.59(噸)/25,530.706(新台幣百萬元,2021年營收)= 0.92",0,無漂綠跡象,高風險,正常
上市,2021,3024,憶聲,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3025,星通,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3026,禾伸堂,338.13,母公司,,23607.09,母公司,,0.0,,,1.21,產品,0,無漂綠跡象,高風險,正常
上市,2021,3027,盛達,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3028,增你強,0.0,,,570.73,母公司,,0.0,,,0.014,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3029,零壹,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3030,德律,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3031,佰鴻,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3032,偉訓,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3033,威健,30.12,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,,386.06,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,,0.0,,,0.0372,樓地板面積m2,0,無漂綠跡象,高風險,正常
上市,2021,3034,聯詠,276.4467,母公司,ISO 14001,17024.3129,母公司,ISO 14001,0.0,,,0.1278,新臺幣百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,3035,智原,34.21,母公司,,3332.74,母公司,,0.0,,,0.5,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3036,文曄,144.6972,包含合併財務報表母子公司之台灣各營運據點,ISO 9001,1038.5507,包含合併財務報表母子公司之台灣各營運據點,ISO 9001,190.9526,包含合併財務報表母子公司之台灣各營運據點,ISO 9001,0.0442,樓地板面積(平方公尺),0,無漂綠跡象,高風險,正常
上市,2021,3037,欣興,34169.0,母公司及部份子公司,ISO 9001,912692.0,母公司及部份子公司,ISO 9001,252932.0,母公司及部份子公司,ISO 9001,9.06,百萬元營業額,0,無漂綠跡象,高風險,正常
上市,2021,3038,全台,86.0,母公司及東莞廠,,13819.0,母公司及東莞廠,,0.0,,,0.0012,PCS,0,無漂綠跡象,高風險,正常
上市,2021,3040,遠見,0.0,母公司,,20.0,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3041,揚智,2.6085,僅母公司,,1096.87,僅母公司,,0.0,,,0.0167,產品,0,無漂綠跡象,高風險,正常
上市,2021,3042,晶技,301.0695,台灣晶技平鎮廠,ISO 9001,21214.9482,台灣晶技平鎮廠,ISO 9001,3955.8297,類別三及類別四,ISO 9001,0.045,產品,0,無漂綠跡象,高風險,正常
上市,2021,3043,科風,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3044,健鼎,67261.0,健鼎-平鎮/無錫/湖北廠區,,973667.0,健鼎-平鎮/無錫/湖北廠區,,0.0,,,0.0165,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3045,台灣大,6177.7965,含合併財務報表之母子公司共13家,ISO 9001,269124.5399,含合併財務報表之母子公司共13家,ISO 9001,350484.7844,含合併財務報表之母子公司共13家,ISO 9001,0.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3046,建碁,2.22,僅申報公司,ISO 9001,113.0,僅申報公司,ISO 9001,0.0,,ISO 9001,0.04,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,3047,訊舟,0.0,,,832.908,僅母公司,,0.0,,,0.2292,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,3048,益登,0.0,,,419.0,僅母公司(台灣區),,0.0,,,0.004,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,3049,精金,39846.589,母公司,ISO 9001,44300.736,母公司,ISO 9001,0.0,,,0.17,產品,0,無漂綠跡象,高風險,正常
上市,2021,3050,鈺德,95.329,僅母公司,,7072.006,僅母公司,,0.0,,,7167.335,產品,0,無漂綠跡象,高風險,正常
上市,2021,3051,力特,0.35,母公司,,18960.06,母公司,,0.0,,,5.1,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3052,夆典,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3054,立萬利,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3055,蔚華科,12.96,僅母公司,,1851.42,僅母公司,,0.0,僅母公司,,1.57,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,3056,富華新,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3057,喬鼎,23.66,母公司,,1105.23,母公司,,0.0,,,1.4859,百萬營業額,0,無漂綠跡象,高風險,正常
上市,2021,3058,立德,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3059,華晶科,0.0,,,1145.0,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3060,銘異,81.43,僅桃園市龜山區母公司範疇,,5408.52,僅桃園市龜山區母公司範疇,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3062,建漢,698.186,僅母公司,,677.1751,僅母公司,,0.0,,,0.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3090,日電貿,15.496,僅母公司,,167.921,僅母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3092,鴻碩,1571.49,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 9001,13117.7649,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 9001,15230.14,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 9001,0.0099,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3094,聯傑,18.098,母公司,,396.1,母公司,,657.33,母公司,,1.5116,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3130,一零四,0.0,,,1040.328,包含合併財務報表之母子公司全台營運據點,,0.0,,,0.0369,無生產活動，以每坪碳排放量計算,0,無漂綠跡象,高風險,正常
上市,2021,3138,耀登,16.0987,僅母公司,,124.3353,僅母公司,,76.4055,僅母公司,,0.0,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3149,正達,49.52,母公司,,26789.2,母公司,,0.0,,,11.04,"(間接+直接)26,838.72噸CO2e/個體營收淨額2,431百萬元",0,無漂綠跡象,高風險,正常
上市,2021,3164,景岳,162.5232,"""110年天然氣使用量(鍋爐)
 110年	立方公尺
 1月	6984.9
 2月	4166.73
 3月	7056.54
 4月	6036.12
 5月	7580.35
 6月	7586.11
 7月	6501.85
 8月	7893.72
 9月	10685
 10月	6964.4
 11月	7722.41
 12月	7228.61""",,2066.1316,"""110年用電度數
 11001	302700
 11002	232900
 11003	336200
 11004	333100
 11005	379600
 11006	378400
 11007	389100
 11008	396100
 11009	353900
 11010	368200
 11011	325600
 11012	320000""",,0.0,,,59.3623,產品,0,無漂綠跡象,高風險,正常
上市,2021,3167,大量,80.0,母公司,,2233.0,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3189,景碩,16293.958,僅母公司,ISO 9001,233403.782,僅母公司,ISO 9001,151399.3,僅母公司,ISO 9001,0.067,產品,0,無漂綠跡象,高風險,正常
上市,2021,3209,全科,0.0,,,259.92,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,,0.0,,,0.55,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3229,晟鈦,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3231,緯創,20382.51,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 9001,287909.87,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 9001,16141042.93,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 9001,0.39,單位:千噸CO2e/十億元新台幣(以緯創全球主要製造廠區溫室氣體排放量 / 廠區營收做為計算基準),0,無漂綠跡象,高風險,正常
上市,2021,3257,虹冠電,0.0,,,356.0,110年台電帳單統計,,0.0,,,27.607,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3266,昇陽,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3296,勝德,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3305,昇貿,55.0,母公司,,1144.0,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3308,聯德,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3311,閎暉,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3312,弘憶股,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3321,同泰,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3338,泰碩,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3346,麗清,4.8,發電機用柴油+化糞池2021/01~2021/12,,1147.6,台電電力2021/01~2021/12,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3356,奇偶,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3376,新日興,551.8689,僅母公司,ISO 9001,25750.3185,僅母公司,ISO 9001,5098.215,僅母公司,ISO 9001,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3380,明泰,96.6415,明泰科技新竹廠,ISO 9001,4327.4167,明泰科技新竹廠,ISO 9001,633252.506,明泰科技新竹廠,ISO 9001,0.0026,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3406,玉晶光,49.805,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,,12160.2472,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,,0.0,,,83.252,產品,0,無漂綠跡象,高風險,正常
上市,2021,3413,京鼎,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3416,融程電,41.02,僅母公司,,711.66,僅母公司,,0.0,,,0.301,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3419,譁裕,0.0,,,888.0,僅母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3432,台端,0.0,包含合併財務報表之母子公司,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
上市,2021,3437,榮創,411.8022,榮創能源科技股份有限公司,ISO 9001,9253.7676,榮創能源科技股份有限公司,ISO 9001,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3443,創意,101.85,本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司,ISO 9001,4546.82,本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司,ISO 9001,3.34,本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司,ISO 9001,0.31,營業額,0,無漂綠跡象,高風險,正常
上市,2021,3450,聯鈞,107.77,母公司,,12358.14,母公司,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3454,晶睿,84.36,中和192+168,,1010.79,中和192+168,,0.0,,,0.0,,0,無漂綠跡象,高風險,正常
上市,2021,3481,群創,305787.56,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 9001,3014686.89,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 9001,609013.89,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 9001,0.0,"1.單位:溫室氣體排放量(噸CO2e)/營業額(元)。2.溫室氣體排放量為2021年度排放量, 營業額為2021年度營業額。",0,無漂綠跡象,高風險,正常
上市,2021,3494,誠研,0.0,,,0.0,,,0.0,,,0.0,,0,可能漂綠,高風險,正常
