市場別,年份,公司代號,公司名稱,董事席次,獨立董事席次,女性董事席次,女性董事比例,董事會出席率,董事進修比率,網絡中心性,風險等級,漂綠標籤,異常標籤
上市,2023,6416,瑞祺電通,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6423,億而得-創,9.0,4.0,0.8636,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,6426,統新,7.0,3.0,0.976,1.0,1.0,0.143,0.0005330490405117271,低風險,正常,正常
上市,2023,6431,光麗-KY,10.0,3.0,0.95,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,6438,迅得,9.0,3.0,0.984,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6442,光聖,7.0,3.0,1.0,0.875,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,6443,元晶,8.0,3.0,0.9792,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,6446,藥華藥,11.0,3.0,1.0,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上市,2023,6449,鈺邦,7.0,3.0,0.8787,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6451,訊芯-KY,7.0,3.0,0.9592,0.8571,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6456,GIS-KY,7.0,3.0,1.0,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,6464,台數科,15.0,3.0,0.683,1.0,4.0,0.27,0.0005330490405117271,中風險,正常,異常
上市,2023,6472,保瑞,8.0,4.0,0.8602,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,6477,安集,9.0,3.0,0.9231,0.8889,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,6491,晶碩,9.0,3.0,0.9333,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6504,南六,8.0,3.0,0.98,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,6505,台塑化,15.0,3.0,0.8778,0.8,1.0,0.0667,0.0005330490405117271,中風險,正常,異常
上市,2023,6515,穎崴,9.0,4.0,0.9206,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6525,捷敏-KY,9.0,4.0,1.0,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,6526,達發,7.0,4.0,0.931,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6531,愛普*,8.0,4.0,0.9836,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,6533,晶心科,7.0,3.0,0.9286,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6534,正瀚-創,9.0,3.0,0.9389,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6541,泰福-KY,9.0,3.0,0.9296,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6550,北極星藥業-KY,6.0,2.0,0.9588,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6552,易華電,7.0,3.0,0.8571,0.8571,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6558,興能高,9.0,3.0,1.0,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,6573,虹揚-KY,7.0,4.0,0.9623,1.0,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,6579,研揚,11.0,3.0,0.9848,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,6581,鋼聯,11.0,4.0,0.9091,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,6582,申豐,7.0,3.0,0.98,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6585,鼎基,8.0,4.0,0.95,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6591,動力-KY,7.0,4.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6592,和潤企業,9.0,3.0,0.9667,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6598,ABC-KY,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6605,帝寶,10.0,4.0,0.98,1.0,3.0,0.3,0.0005330490405117271,中風險,正常,正常
上市,2023,6606,建德工業,11.0,3.0,0.98,0.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,6625,必應,9.0,4.0,0.98,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,6641,基士德-KY,7.0,3.0,0.9796,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,6645,金萬林-創,9.0,3.0,0.975,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,6655,科定,8.0,4.0,0.9833,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,6657,華安,7.0,3.0,0.9846,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6658,聯策,6.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6666,羅麗芬-KY,8.0,4.0,0.9643,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,6668,中揚光,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6669,緯穎,9.0,4.0,0.986,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,6670,復盛應用,7.0,3.0,0.98,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6671,三能-KY,9.0,3.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6672,騰輝電子-KY,3.0,3.0,0.9687,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,異常
上市,2023,6674,鋐寶科技,7.0,3.0,0.8214,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6689,伊雲谷,6.0,2.0,1.0,1.0,1.0,0.1667,0.0005330490405117271,低風險,正常,正常
上市,2023,6691,洋基工程,8.0,4.0,0.9605,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,6695,芯鼎,9.0,3.0,0.9556,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6698,旭暉應材,9.0,4.0,0.9841,1.0,4.0,0.4444,0.0005330490405117271,中風險,正常,正常
上市,2023,6706,惠特,9.0,3.0,0.94,1.0,1.0,0.11,0.0005330490405117271,中風險,正常,正常
上市,2023,6715,嘉基,7.0,3.0,0.9048,1.0,1.0,0.1428,0.0005330490405117271,低風險,正常,正常
上市,2023,6719,力智,9.0,3.0,0.9444,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6742,澤米,7.0,3.0,0.9455,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6743,安普新,10.0,4.0,0.9111,0.95,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,6753,龍德造船,9.0,3.0,0.9798,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6754,匯僑設計,8.0,4.0,1.0,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,6756,威鋒電子,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6757,台灣虎航-創,13.0,3.0,0.9444,1.0,1.0,0.0769,0.0005330490405117271,中風險,正常,異常
上市,2023,6768,志強-KY,7.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6770,力積電,9.0,5.0,0.9773,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6771,平和環保-創,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6776,展碁國際,7.0,4.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6781,AES-KY,7.0,4.0,0.9259,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,6782,視陽,8.0,4.0,1.0,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,6789,采鈺,7.0,4.0,1.0,1.0,3.0,0.43,0.0005330490405117271,低風險,正常,正常
上市,2023,6790,永豐實,7.0,3.0,0.9714,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,6792,詠業,8.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6794,向榮生技-創,9.0,3.0,0.9833,1.0,4.0,0.4444,0.0005330490405117271,中風險,正常,正常
上市,2023,6796,晉弘,8.0,4.0,1.0,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,6799,來頡,7.0,3.0,0.974,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6805,富世達,9.0,3.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6806,森崴能源,7.0,3.0,0.9643,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6807,峰源-KY,9.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6830,汎銓,9.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6834,天二科技,9.0,3.0,0.9815,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6835,圓裕,8.0,3.0,0.9827,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,6854,錼創科技-KY創,9.0,4.0,0.9767,0.8889,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,6861,睿生光電,7.0,3.0,0.9714,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6863,永道-KY,7.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6869,雲豹能源-創,7.0,4.0,0.96,1.0,2.0,0.285,0.0005330490405117271,低風險,正常,正常
上市,2023,6873,泓德能源-創,7.0,3.0,0.9429,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6890,來億-KY,9.0,3.0,0.01,0.01,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6901,鑽石投資,9.0,3.0,0.9444,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,6902,走著瞧-創,7.0,3.0,0.9365,0.8571,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6906,現觀科,7.0,4.0,0.9388,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6914,阜爾運通,7.0,3.0,0.963,0.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6916,華凌,7.0,4.0,0.9351,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6928,攸泰科技,7.0,3.0,0.8367,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,6933,AMAX-KY,9.0,4.0,0.9444,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,6937,天虹,8.0,4.0,0.9767,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,6949,沛爾生醫-創,5.0,0.0,0.9333,0.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6951,青新-創,7.0,3.0,0.9423,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,6952,大武山,7.0,3.0,0.9492,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,6957,裕慶-KY,9.0,4.0,0.9506,0.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8011,台通,8.0,4.0,0.8947,1.0,3.0,0.375,0.0005330490405117271,中風險,正常,正常
上市,2023,8016,矽創,9.0,4.0,1.0,1.0,1.0,0.11,0.0005330490405117271,中風險,正常,正常
上市,2023,8021,尖點,8.0,4.0,0.99,1.85,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,8028,昇陽半導體,9.0,3.0,0.9785,1.0,1.0,0.111,0.0005330490405117271,中風險,正常,正常
上市,2023,8033,雷虎,8.0,3.0,0.8281,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上市,2023,8039,台虹,9.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8046,南電,9.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8070,長華*,7.0,3.0,0.9821,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,8072,陞泰,7.0,4.0,1.0,1.0,2.0,0.29,0.0005330490405117271,低風險,正常,正常
上市,2023,8081,致新,7.0,3.0,1.0,0.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,8101,華冠,9.0,3.0,0.8333,0.78,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8103,瀚荃,7.0,4.0,0.9592,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,8104,錸寶,9.0,3.0,0.9444,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,8105,凌巨,7.0,3.0,1.0,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,8110,華東,9.0,4.0,0.9556,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8112,至上,8.0,4.0,0.9792,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,8114,振樺電,9.0,3.0,0.9861,1.0,4.0,0.4444,0.0005330490405117271,中風險,正常,正常
上市,2023,8131,福懋科,10.0,2.0,0.9385,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8150,南茂,9.0,5.0,0.9841,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,8162,微矽電子,9.0,4.0,0.9608,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8163,達方,9.0,4.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8201,無敵,7.0,3.0,0.9694,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,8210,勤誠,9.0,4.0,0.9444,1.0,4.0,0.4444,0.0005330490405117271,中風險,正常,正常
上市,2023,8213,志超,15.0,4.0,0.981,0.4667,6.0,0.4,0.0005330490405117271,中風險,正常,異常
上市,2023,8215,明基材,9.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8222,寶一,8.0,4.0,1.0,1.0,3.0,0.375,0.0005330490405117271,中風險,正常,正常
上市,2023,8249,菱光,7.0,3.0,0.96,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,8261,富鼎,7.0,3.0,0.9184,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,8271,宇瞻,9.0,3.0,0.9556,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8341,日友,9.0,4.0,0.9649,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8367,建新國際,9.0,4.0,0.9111,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,8374,羅昇,9.0,3.0,1.0,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,8404,百和興業-KY,10.0,4.0,0.9636,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,8411,福貞-KY,8.0,4.0,0.913,1.0,3.0,0.375,0.0005330490405117271,中風險,正常,正常
上市,2023,8422,可寧衛,8.0,4.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8429,金麗-KY,7.0,3.0,0.7662,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,8438,昶昕,9.0,4.0,1.0,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,8442,威宏-KY,9.0,3.0,0.8939,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8443,阿瘦,7.0,3.0,0.93,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,8454,富邦媒,9.0,3.0,0.9683,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8462,柏文,7.0,3.0,0.9881,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,8463,潤泰材,9.0,3.0,0.9206,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8464,億豐,9.0,3.0,0.9841,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8466,美吉吉-KY,7.0,3.0,0.8947,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,8467,波力-KY,7.0,3.0,0.9795,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,8473,山林水,9.0,3.0,0.8148,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8476,台境,7.0,4.0,0.9206,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,8478,東哥遊艇,7.0,3.0,0.9714,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,8481,政伸,11.0,3.0,0.9818,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,8482,商億-KY,8.0,4.0,0.9459,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,8487,愛爾達,11.0,4.0,0.899,1.0,6.0,0.5455,0.0005330490405117271,中風險,正常,正常
上市,2023,8488,吉源-KY,9.0,3.0,0.9556,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,8499,鼎炫-KY,7.0,3.0,1.0,1.0,3.0,0.4286,0.0005330490405117271,低風險,正常,正常
上市,2023,8926,台汽電,13.0,3.0,0.8654,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,8940,新天地,7.0,3.0,0.9744,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上市,2023,8996,高力,9.0,3.0,0.9778,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,9802,鈺齊-KY,8.0,5.0,0.9792,1.0,3.0,0.375,0.0005330490405117271,中風險,正常,正常
上市,2023,9902,台火,7.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,9904,寶成,9.0,3.0,0.9841,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,9905,大華,11.0,3.0,0.9688,1.0,3.0,0.2727,0.0005330490405117271,中風險,正常,正常
上市,2023,9906,欣巴巴,7.0,3.0,0.94,1.0,5.0,0.71,0.0005330490405117271,低風險,正常,正常
上市,2023,9907,統一實,10.0,3.0,1.0,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,9908,大台北,11.0,3.0,0.9272,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,9910,豐泰,13.0,4.0,1.0,1.0,1.0,0.0769,0.0005330490405117271,中風險,正常,正常
上市,2023,9911,櫻花,6.0,3.0,0.9815,1.0,1.0,0.1111,0.0005330490405117271,低風險,正常,正常
上市,2023,9912,偉聯,7.0,3.0,1.0,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,9914,美利達,13.0,4.0,0.9808,1.0,3.0,0.23,0.0005330490405117271,中風險,正常,正常
上市,2023,9917,中保科,12.0,4.0,0.93,1.0,2.0,0.14,0.0005330490405117271,中風險,正常,正常
上市,2023,9918,欣天然,24.0,5.0,0.9583,1.0,5.0,0.2083,0.0005330490405117271,高風險,正常,異常
上市,2023,9919,康那香,11.0,4.0,0.9608,1.0,4.0,0.3636,0.0005330490405117271,中風險,正常,正常
上市,2023,9921,巨大,11.0,3.0,1.0,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,9924,福興,10.0,3.0,0.96,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上市,2023,9925,新保,9.0,4.0,0.8056,0.7778,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,9926,新海,15.0,3.0,0.8222,0.4667,2.0,0.1333,0.0005330490405117271,中風險,正常,異常
上市,2023,9927,泰銘,9.0,3.0,0.9683,0.3333,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上市,2023,9928,中視,10.0,4.0,0.9574,0.7273,3.0,0.3,0.0005330490405117271,中風險,正常,正常
上市,2023,9929,秋雨,7.0,3.0,0.942,0.286,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,9930,中聯資源,15.0,3.0,0.9556,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,異常
上市,2023,9931,欣高,9.0,3.0,0.9778,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,9933,中鼎,12.0,4.0,0.89,1.0,1.0,0.0833,0.0005330490405117271,中風險,正常,正常
上市,2023,9934,成霖,8.0,4.0,0.9167,0.875,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,9935,慶豐富,4.0,3.0,0.9286,0.96,0.0,0.0,0.0005330490405117271,低風險,正常,異常
上市,2023,9937,全國,9.0,3.0,0.91,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,9938,百和,9.0,4.0,0.9595,1.0,3.0,0.3333,0.0005330490405117271,中風險,正常,正常
上市,2023,9939,宏全,6.0,3.0,0.97,1.0,3.0,0.33,0.0005330490405117271,低風險,正常,正常
上市,2023,9940,信義,7.0,4.0,0.9206,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上市,2023,9941,裕融,11.0,4.0,0.9545,1.0,1.0,0.0909,0.0005330490405117271,中風險,正常,正常
上市,2023,9942,茂順,9.0,4.0,0.9074,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上市,2023,9943,好樂迪,11.0,3.0,0.9091,0.6364,5.0,0.4545,0.0005330490405117271,中風險,正常,正常
上市,2023,9944,新麗,7.0,3.0,0.9762,1.0,4.0,0.5714,0.0005330490405117271,低風險,正常,正常
上市,2023,9945,潤泰新,9.0,3.0,0.8889,1.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上市,2023,9946,三發地產,7.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上市,2023,9955,佳龍,8.0,4.0,0.9412,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上市,2023,9958,世紀鋼,8.0,3.0,1.0,1.0,1.0,0.0013,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1240,茂生農經,7.0,3.0,1.0,1.0,1.0,0.0014,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1259,安心,11.0,3.0,0.9865,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1264,德麥,11.0,3.0,1.0,1.0,2.0,0.1818,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1268,漢來美食,7.0,3.0,0.9592,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1336,台翰,8.0,4.0,0.95,1.0,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1565,精華,8.0,3.0,1.0,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1569,濱川,10.0,3.0,0.98,1.0,1.0,0.1,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1570,力肯,9.0,3.0,0.8889,0.0,2.0,0.2222,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1580,新麥,9.0,3.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1584,精剛,9.0,4.0,0.9841,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1586,和勤,8.0,4.0,0.9074,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1591,駿吉-KY,9.0,3.0,0.93,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1593,祺驊,7.0,4.0,0.9565,0.875,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1595,川寶,10.0,3.0,0.9,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1599,宏佳騰,7.0,4.0,0.9524,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1742,台蠟,9.0,3.0,1.0,0.2222,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1777,生泰,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1781,合世,7.0,3.0,0.9286,0.1429,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1784,訊聯,7.0,3.0,0.9286,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1785,光洋科,6.0,3.0,0.9596,1.0,1.0,0.1111,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1788,杏昌,12.0,3.0,0.9508,1.0,3.0,0.25,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1796,金穎生技,9.0,3.0,1.0,1.0,1.0,0.1111,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1799,易威,10.0,4.0,0.8571,0.9,2.0,0.2,0.0005330490405117271,中風險,正常,正常
上櫃,2023,1813,寶利徠,6.0,4.0,0.9574,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上櫃,2023,1815,富喬,9.0,3.0,0.93,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上櫃,2023,2035,唐榮公司,11.0,3.0,0.9848,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上櫃,2023,2061,風青,8.0,3.0,1.0,0.0,4.0,0.5,0.0005330490405117271,中風險,正常,正常
上櫃,2023,2063,世鎧,7.0,3.0,1.0,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2064,晉椿,7.0,3.0,0.8571,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2065,世豐,7.0,3.0,1.0,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2066,世德,7.0,3.0,0.8286,0.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2067,嘉鋼,9.0,3.0,0.8181,1.0,0.0,0.0,0.0005330490405117271,中風險,正常,正常
上櫃,2023,2070,精湛,7.0,3.0,0.8929,1.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2073,雄順,7.0,3.0,1.0,0.0,2.0,0.2857,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2221,大甲,7.0,3.0,0.8571,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2230,泰茂,7.0,3.0,0.7143,1.0,0.0,0.0,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2235,謚源,8.0,3.0,0.825,0.875,1.0,0.125,0.0005330490405117271,中風險,正常,正常
上櫃,2023,2596,綠意,7.0,4.0,0.9697,1.0,1.0,0.1429,0.0005330490405117271,低風險,正常,正常
上櫃,2023,2640,大車隊,11.0,4.0,0.9753,1.0,3.0,0.2727,0.0005330490405117271,中風險,正常,正常
上櫃,2023,2641,正德,8.0,4.0,0.96,1.0,2.0,0.25,0.0005330490405117271,中風險,正常,正常
